scope	niveau	type_document	annee	statut	titre	chemin_par_scope	sha256	taille_octets	pages_pdf	url_source
college/cycle-4/histoire-geographie	cycle-4	programme-officiel	2017	a-verifier	Exemples d'évaluation : Écrire en histoire et géographie PDF - 231.12 Ko	par-scope/college/cycle-4/histoire-geographie/cycle-4/programme-officiel/2017/exemples-d-evaluation-ecrire-en-histoire-et-geographie-pdf-231-12-ko--aaf8bf4503.pdf	aaf8bf4503a1232b7e8be76ab367b09dca51245f88aef05080fb41a738ca105d	236665	7	https://eduscol.education.gouv.fr/5730/ressources-d-accompagnement-du-programme-d-histoire-geographie-au-cycle-4
college/cycle-4/histoire-geographie	cycle-4	programme-officiel	2023	a-verifier	Le document de la Dgesco sur la mise en œuvre des programmes à travers le cas des incorporés de force alsaciens et mosellans durant la Seconde Guerre mondiale PDF - 115.87 Ko	par-scope/college/cycle-4/histoire-geographie/cycle-4/programme-officiel/2023/le-document-de-la-dgesco-sur-la-mise-en-uvre-des-programmes-a-travers-le-cas-des-incorpores-de-force-alsaciens-et-mosellans-durant--43188e993d.pdf	43188e993d52fed427cb1beafa45c088d548a1f8661cac3fd2e356a562e1f012	118650	7	https://eduscol.education.gouv.fr/5730/ressources-d-accompagnement-du-programme-d-histoire-geographie-au-cycle-4
college/cycle-4/histoire-geographie	cycle-4	ressource-accompagnement	2017	a-verifier	L'évaluation des acquis en histoire et géographie - Préambule PDF - 191.63 Ko	par-scope/college/cycle-4/histoire-geographie/cycle-4/ressource-accompagnement/2017/l-evaluation-des-acquis-en-histoire-et-geographie-preambule-pdf-191-63-ko--1cca8e5552.pdf	1cca8e5552301121c78f5a6dd0902f9f24d85af85ee9ea6003369b955cb335b5	196234	2	https://eduscol.education.gouv.fr/5730/ressources-d-accompagnement-du-programme-d-histoire-geographie-au-cycle-4
college/cycle-4/langues-vivantes	cycle-4	autre	2021	a-verifier	Enseigner la compétence graphique aux niveaux A1 à B1	par-scope/college/cycle-4/langues-vivantes/cycle-4/autre/2021/enseigner-la-competence-graphique-aux-niveaux-a1-a-b1--37a73ada2a.pdf	37a73ada2abebe2c880fcf0d209b6c8d68aafba0fc93f5c35a5bfdfe455a2e54	8017354	37	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	autre	2021	a-verifier	Outils linguistiques pour les niveaux A1 à B1	par-scope/college/cycle-4/langues-vivantes/cycle-4/autre/2021/outils-linguistiques-pour-les-niveaux-a1-a-b1--8bc825cb11.pdf	8bc825cb113f25320a951eca6e47999cb9456fe554dc9e7731165cec21c05eb5	9350678	48	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	autre	2021	a-verifier	Seuils d'acquisition graphique	par-scope/college/cycle-4/langues-vivantes/cycle-4/autre/2021/seuils-d-acquisition-graphique--de626d2e5b.pdf	de626d2e5bb22f3b05f990da868a4d201f362680f65cb652e63d8d2f508d2022	1625632	5	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	autre	2023	a-verifier	Les mentions informatives relatives à la protection de données à caractère personnel.	par-scope/college/cycle-4/langues-vivantes/cycle-4/autre/2023/les-mentions-informatives-relatives-a-la-protection-de-donnees-a-caractere-personnel--7c52f1db07.pdf	7c52f1db07bc1e666318ca3540fb8b41da4a93b0a12327a008a883bc3edac562	454946	2	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	diaporama	2016	a-verifier	Déclinaisons culturelles	par-scope/college/cycle-4/langues-vivantes/cycle-4/diaporama/2016/declinaisons-culturelles--028facb4e7.pdf	028facb4e7abc38c2674a97cab53b8c1934cb84ed9b5da7e17b0df735bb4698a	459758	24	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	diaporama	2017	a-verifier	Déclinaisons culturelles	par-scope/college/cycle-4/langues-vivantes/cycle-4/diaporama/2017/declinaisons-culturelles--245b7cb796.pdf	245b7cb7961a494ff7386860f0916f0da057d9278434e1689b3012bfb661a716	708843	16	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	diaporama	2022	a-verifier	Quelles stratégies en compréhension orale ?	par-scope/college/cycle-4/langues-vivantes/cycle-4/diaporama/2022/quelles-strategies-en-comprehension-orale--ad924052db.pdf	ad924052dbbdd7493cc98b361489618c4423fb502e4df99d84a47ea731c8d694	53049539	65	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	diaporama	2022	a-verifier	Quelles stratégies en compréhension écrite ?	par-scope/college/cycle-4/langues-vivantes/cycle-4/diaporama/2022/quelles-strategies-en-comprehension-ecrite--cda9908243.pdf	cda99082433ced4cacde22befaf32caecd2dbe4403193cfe0aaeb0927d368d26	6184497	65	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	diaporama	2022	a-verifier	Quelles stratégies en grammaire et en lexique ?	par-scope/college/cycle-4/langues-vivantes/cycle-4/diaporama/2022/quelles-strategies-en-grammaire-et-en-lexique--76cfac3efe.pdf	76cfac3efe745d59b43555e432c07be74667ad238c0f9070b94703e37a738ab8	2114415	33	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	evaluation-examen	2020	a-verifier	La note précisant l'intérêt et les enjeux pédagogiques du test.	par-scope/college/cycle-4/langues-vivantes/cycle-4/evaluation-examen/2020/la-note-precisant-l-interet-et-les-enjeux-pedagogiques-du-test--0ca47f5f91.pdf	0ca47f5f91a8a81106a6b543cd6e42bcd927f3e35030dff728f6c4fa4edfafc9	302135	3	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	evaluation-examen	2021	a-verifier	FAQ pour les équipes pédagogiques PDF - 325.17 Ko	par-scope/college/cycle-4/langues-vivantes/cycle-4/evaluation-examen/2021/faq-pour-les-equipes-pedagogiques-pdf-325-17-ko--b91eff7c3d.pdf	b91eff7c3df947cc0880da9a3138b63cdd179598908ef65dd2231eae736835a9	332978	3	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	guide	2025	a-verifier	Memento pour les chefs d’établissement (actualisé le 18/12/2025) PDF - 162.1 Ko	par-scope/college/cycle-4/langues-vivantes/cycle-4/guide/2025/memento-pour-les-chefs-d-etablissement-actualise-le-18-12-2025-pdf-162-1-ko--e4b0460e2b.pdf	e4b0460e2b9d92849e986bdccac28750e7e2a0ce6c0136acc272af3393eae622	165988	3	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	guide	2025	a-verifier	ressource d’aide au pilotage académique	par-scope/college/cycle-4/langues-vivantes/cycle-4/guide/2025/ressource-d-aide-au-pilotage-academique--5f632624cb.pdf	5f632624cb1d94cc386e7270a11fe327774b3d6b82b0bbf46e9d354730cbec06	564325	6	https://eduscol.education.gouv.fr/4824/evlang-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2018	a-verifier	Préambule du référentiel pour la langue arabe	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2018/preambule-du-referentiel-pour-la-langue-arabe--eca250b639.pdf	eca250b6399fc36ebd3ca94c9f1f20361af13767d95bb2f27a850a78de0e6a42	644490	20	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2020	archive	ancien programme de cycle 4	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2020/ancien-programme-de-cycle-4--16efa795f5.pdf	16efa795f59f25f726e3f443934198e22c01fad04e1ba78a01ed10a11a3a14eb	1781682	138	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2025	a-verifier	Programme de chinois	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2025/programme-de-chinois--82809ea2bf.pdf	82809ea2bfd4c16ee963a5f5fbd3ad1be3738648f78e7f581abe3138c2222afa	1685166	39	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2025	a-verifier	Programme de japonais	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2025/programme-de-japonais--de009dd5a8.pdf	de009dd5a8ed55eaba029ec7e9b4f46e27fbea3adbe0534c65dfaa620ec31a1b	1855337	37	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2025	a-verifier	Programme de langues vivantes étrangères	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2025/programme-de-langues-vivantes-etrangeres--7384bda434.pdf	7384bda4345a75565205423ee05733b5f3d33126820c9a450259962b8980eb75	1068881	26	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2025	a-verifier	Programme de néerlandais	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2025/programme-de-neerlandais--a3394b99b3.pdf	a3394b99b3fa1fb1ea5230046a3408f8f8975b9b42747c6bd9a523b7bb243c06	1625131	47	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2025	a-verifier	Programme de portugais	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2025/programme-de-portugais--ebbd093590.pdf	ebbd0935901391d0f5f0aa5ad9ed680cf3fcdf71a06cefb4b14967c57643ddea	1639413	38	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2025	a-verifier	Programme de russe	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2025/programme-de-russe--2a612a8f12.pdf	2a612a8f1277053d4a9699b02c69abe880fabe738b45fafe956a508c4caa3c19	1665712	38	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de basque	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-basque--3a27ff976d.pdf	3a27ff976db185ab54c473fa01bff26bd3ea994c64579249e6e5f88f36f2c0d6	1418129	59	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de breton	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-breton--38cd2496f9.pdf	38cd2496f9b19b77aa3e73b669785d4c963bd3ab7e1a4d62d16d3caf0a31220c	1041643	44	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de catalan	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-catalan--cb5a9a6320.pdf	cb5a9a63202c807cd833bc5783e29ab6fe9bf2912adcc83a3bc960e35bada559	1237776	52	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de corse	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-corse--d2fcc3e9ee.pdf	d2fcc3e9eebf67cf027e2743d8746ad19bbbb57e8f7d2f88f07d0327ebead59e	785557	39	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de créole guadeloupéen	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-creole-guadeloupeen--db59e8847e.pdf	db59e8847e452a7b85152a54a30bcfb6cca760f1c63615696296894f22583baf	775385	42	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de créole guyanais	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-creole-guyanais--e2de0230c5.pdf	e2de0230c51f2c4a3c58401c53b20bea47b21e1fdf7ac03e2f1d4a7fa60739ab	809983	40	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de créole martiniquais	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-creole-martiniquais--59d6a6a722.pdf	59d6a6a722d719b56f19160f6b930fbc849153831793995056b594d17df59f0b	709132	35	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de créole réunionnais	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-creole-reunionnais--501b159c28.pdf	501b159c28fcf9d0e33f5efae8dc0cf0be832f885ca4e3d011512f5cef6a4e13	1187043	59	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de drehu	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-drehu--b57d694978.pdf	b57d6949786603d76ce533a4dd12c766f0c47e8ba945dbd76a8cbb65ade394eb	1203596	44	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de langues vivantes régionales	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-langues-vivantes-regionales--f88f909595.pdf	f88f90959547bfe99a9366ef29f78196b77c1f6d517828dafa51b3cb178f9dd9	504090	26	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de nengone	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-nengone--e667277d0b.pdf	e667277d0b940dde45ed7b6e40e918f747cb2003e20befc372851ca72c2e76bc	934452	45	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de paicî	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-paici--21b58f96a6.pdf	21b58f96a6dd26689bb6dc5806ba01ac56c3e9bd839217f912a065cbd853544e	1303402	40	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	programme-officiel	2026	a-verifier	Programme de tahitien	par-scope/college/cycle-4/langues-vivantes/cycle-4/programme-officiel/2026/programme-de-tahitien--8f5163d00f.pdf	8f5163d00fa7bb41ebb6a9b88e8ba7ca4e9e0c020257110c5d4572cacba6e107	1012596	40	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--0e00c7ba7b.pdf	0e00c7ba7b09349f702cad5c084f6e0428eaa81bb3e4868752b685c2910826c1	385264	7	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--6c0a4c960d.pdf	6c0a4c960df8691221264fa0daa74c00ff9cd4f6f6a7eeb2745337f83f747f79	416225	12	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--78c32b6ce5.pdf	78c32b6ce5120eb678bfb1628b7b541f91275176fae6e5b8917a78aa8c008b49	405240	15	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--89f09fd184.pdf	89f09fd1848d42d58c1d3abe9d84181121db141cf72ad45b41d8f50a60c54986	317056	6	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--945016e2ba.pdf	945016e2ba546a1313f6c917d4f42fd555d41caabc31db70cec15191c6cf12a5	338563	9	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--9b96dc662e.pdf	9b96dc662e3126ab1aa73558b2842d979758e670ab5d37342e3605c6eda16b3c	398439	11	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--c328603692.pdf	c3286036928b3a1791fea8c164b619b53915cac9449cf46a4cb48c0c27245a81	944133	16	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2016	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2016/reperes-de-progressivite-linguistique--f55d5b374b.pdf	f55d5b374be83fbea0754762e799d90fa01a6c60808d88ef708754f7a561c135	384583	12	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2017	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2017/reperes-de-progressivite-linguistique--23e38ff901.pdf	23e38ff901920457ad688bf6db86c580712b424ecdf87836da97510c7c66a6ae	694496	15	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2017	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2017/reperes-de-progressivite-linguistique--85d86ca91c.pdf	85d86ca91c65bcb6ad19748d98b285c5b4ded92e67e8417d0c124e443fa15d48	409118	14	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2017	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2017/reperes-de-progressivite-linguistique--b349ca16a0.pdf	b349ca16a0fca2d02035c9373bca3553521d17b3c91340e4eb5df21072c3bcf8	1927840	23	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2021	a-verifier	Repères de progressivité linguistique	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2021/reperes-de-progressivite-linguistique--10eb6bb1b9.pdf	10eb6bb1b92017e782c1d7e563b73a7f858c611cb080b8780c51d9351f21b9f4	1872780	20	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2022	a-verifier	Attendus de fin d’année en allemand en 3 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2022/attendus-de-fin-d-annee-en-allemand-en-3-e--9226a11096.pdf	9226a11096d4c5d47ea95d9799118df9cec8de572ffd23b95735128bb6a4d016	2589034	45	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2022	a-verifier	Attendus de fin d’année en espagnol en 3 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2022/attendus-de-fin-d-annee-en-espagnol-en-3-e--3885f344e9.pdf	3885f344e9026c3909e022c480b2c8806af772eef5d3f0cf3dfba2aa23627b7a	2370846	42	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2022	a-verifier	Attendus de fin d’année en italien en 3 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2022/attendus-de-fin-d-annee-en-italien-en-3-e--a7124b8215.pdf	a7124b82151269c4038f269228656efbc7a19738776f21a57ceeffad0df365aa	2308927	45	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2023	a-verifier	Attendus de fin d’année en allemand en 4 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2023/attendus-de-fin-d-annee-en-allemand-en-4-e--c99d2e3e39.pdf	c99d2e3e39dc103a50d9eb2893bd47d3e43f6c1ac48baa8631792a298d95740f	1668406	47	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2023	a-verifier	Attendus de fin d’année en anglais en 3 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2023/attendus-de-fin-d-annee-en-anglais-en-3-e--e88ec473a5.pdf	e88ec473a570e86c70f7254acfe8efe36bf36ca4d2bc245df6ec0aac8ecdb45d	2284484	41	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2023	a-verifier	Attendus de fin d’année en anglais en 4 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2023/attendus-de-fin-d-annee-en-anglais-en-4-e--a3495a1c4b.pdf	a3495a1c4bbbd54a26d4b15b7a2b3b6eb7e72f555a83fe386bf124f929cd7faf	1620110	40	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2023	a-verifier	Attendus de fin d’année en espagnol en 4 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2023/attendus-de-fin-d-annee-en-espagnol-en-4-e--7746ed8f2b.pdf	7746ed8f2ba30d8d99ebf4f7c8a938e107343e1802a5439c9d09ebd4e952955d	1452530	39	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2023	a-verifier	Attendus de fin d’année en italien en 4 e	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2023/attendus-de-fin-d-annee-en-italien-en-4-e--cba6057239.pdf	cba6057239aa6f3cf0185becd3e79b588fafc980e7aadaf361bf51e95c76ed3c	1496163	48	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	reperes-attendus	2023	a-verifier	Repères annuels de progression en langues vivantes au cycle 4	par-scope/college/cycle-4/langues-vivantes/cycle-4/reperes-attendus/2023/reperes-annuels-de-progression-en-langues-vivantes-au-cycle-4--f50f8062cf.pdf	f50f8062cf249133b2ef36d057e5abe205ccd736eefbb5a36dddbfc272d66261	3095239	11	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	ressource-accompagnement	2016	a-verifier	Déclinaisons culturelles	par-scope/college/cycle-4/langues-vivantes/cycle-4/ressource-accompagnement/2016/declinaisons-culturelles--146fd99c9b.pdf	146fd99c9b7853d89b7cf04cdb3d3a3b2dfff7a286d5a5781b4a71fa79a83538	326896	13	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	ressource-accompagnement	2016	a-verifier	Déclinaisons culturelles	par-scope/college/cycle-4/langues-vivantes/cycle-4/ressource-accompagnement/2016/declinaisons-culturelles--a0af409241.pdf	a0af4092413c6fc32ed48790d52d807d2c2aeaaf863412f0c653bacc931bcb60	428530	14	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
college/cycle-4/langues-vivantes	cycle-4	ressource-accompagnement	2016	a-verifier	Déclinaisons culturelles	par-scope/college/cycle-4/langues-vivantes/cycle-4/ressource-accompagnement/2016/declinaisons-culturelles--b3a5e4a4ae.pdf	b3a5e4a4ae5704f2642c49f9c6f9f1c6c63785f4e5c3b08cfd0126237eeff554	305521	5	https://eduscol.education.gouv.fr/4758/ressources-d-accompagnement-pour-les-langues-vivantes-etrangeres-et-regionales-au-college
